1571991638,0,18,0,"C3,C2;D2,D3;SA,S3;SJ,S2;SK,S4;CA,C4;DK,D4;CK,C5;DQ,D5;S9,S5;D10,D6;S6,S7;DA,D7;CQ,C6;SQ,S8;C9,C7;DJ,S10;CJ,C8;D9,D8;HA,H3;HK,C10;HQ,H2;H9,H7;HJ,H4;H6,H8;H5,H10"
1571991638,0,6,0,"C6,C2;S3,S2;CA,C3;DA,D2;SK,S4;DK,D3;DQ,D4;D10,D5;CK,C4;SA,S5;C9,C5;D9,D6;SJ,S6;S9,S7;DJ,D7;CQ,C7;D8,C8;S10,C10;S8,CJ;HK,H4;HA,SQ;HJ,H2;HQ,H5;H9,H3;H10,H7;H8,H6"
1571991638,0,7,0,"C3,C2;D3,D2;SK,S3;SA,S2;DA,D4;SJ,S4;CA,C4;DK,D5;S8,S5;S10,S6;C10,C5;D10,D6;C8,C6;CK,D7;CQ,D8;CJ,D9;C9,DJ;C7,DQ;S9,SQ;HK,H2;HA,S7;HJ,H4;HQ,H3;H10,H6;H8,H5;H9,H7"
1571991638,0,22,0,"C5,C2;S3,S2;C10,C3;DK,D2;C9,C4;DJ,D3;DA,D5;SK,S4;SA,S6;D9,D4;C8,C6;S9,S5;SJ,S7;D8,D6;DQ,C7;D10,D7;CA,S8;CK,S10;HK,SQ;H10,H2;HA,H3;H7,H6;HQ,H4;H5,H8;CQ,H9;CJ,HJ"
1571991638,0,4,0,"C3,C2;D3,D2;SA,S2;SK,S3;SJ,S4;CA,C4;DQ,D4;S9,S5;CQ,C5;DA,D5;S10,S6;DK,D6;C10,C6;SQ,S7;D9,D7;DJ,S8;CK,C7;D8,C8;HA,C9;HK,D10;HQ,H4;HJ,H2;H9,H5;H10,H3;H7,H8;H6,CJ"
1571991638,0,17,0,"C3,C2;D4,D2;S9,S2;D10,D3;S7,S3;CA,C4;SQ,S4;D8,D6;DA,SA;DK,SK;DQ,SJ;DJ,S10;D9,S8;CK,S6;CJ,S5;C9,D5;C7,C5;CQ,C6;HK,D7;HJ,C8;H10,H2;HA,H3;H8,H7;HQ,H4;H6,H9;H5,C10"
1571991638,0,23,0,"C5,C2;S4,S2;CK,C3;DA,D2;DK,D4;DQ,D3;CQ,C4;SA,S3;D6,D7;SK,S7;SJ,S5;C10,C7;DJ,D5;C9,D8;C8,D9;C6,D10;S10,CJ;S9,CA;H9,H6;HA,S6;HK,H2;H5,H7;H4,H8;H3,H10;S8,HJ;SQ,HQ"
1571991638,0,9,0,"C5,C2;D3,D2;SK,S2;SA,S4;CA,C3;DJ,D4;S8,S3;D9,D5;CK,C4;SJ,S6;SQ,S5;D6,D7;CQ,C8;DA,S10;DK,S9;DQ,S7;C9,C6;CJ,D8;C10,D10;HK,H2;HA,C7;HQ,H3;HJ,H4;H10,H5;H9,H6;H7,H8"
